site,date,year,month,variable,value
toolik,1998-05-16T00:00:00Z,1998,5,do_mg_l,10.485
toolik,1998-05-16T00:00:00Z,1998,5,secchi_m,NA
toolik,1998-05-16T00:00:00Z,1998,5,temp_c,1.475
toolik,1998-06-12T00:00:00Z,1998,6,chl_ug_l,NA
toolik,1998-06-12T00:00:00Z,1998,6,cond_u_s,59.525
toolik,1998-06-12T00:00:00Z,1998,6,do_mg_l,10.145
toolik,1998-06-12T00:00:00Z,1998,6,secchi_m,4.2
toolik,1998-06-12T00:00:00Z,1998,6,temp_c,4.805
toolik,1998-06-15T00:00:00Z,1998,6,chl_ug_l,1.0083333333333333
toolik,1998-06-15T00:00:00Z,1998,6,cond_u_s,61.55
toolik,1998-06-15T00:00:00Z,1998,6,do_mg_l,10.719999999999999
toolik,1998-06-15T00:00:00Z,1998,6,secchi_m,4.9
toolik,1998-06-15T00:00:00Z,1998,6,temp_c,6.745
toolik,1998-06-24T00:00:00Z,1998,6,chl_ug_l,1.2796666666666665
toolik,1998-06-24T00:00:00Z,1998,6,cond_u_s,62.025
toolik,1998-06-24T00:00:00Z,1998,6,do_mg_l,8.5
toolik,1998-06-24T00:00:00Z,1998,6,secchi_m,5.3
toolik,1998-06-24T00:00:00Z,1998,6,temp_c,11.4275
toolik,1998-07-03T00:00:00Z,1998,7,chl_ug_l,0.9266666666666667
toolik,1998-07-03T00:00:00Z,1998,7,cond_u_s,61.96666666666667
toolik,1998-07-03T00:00:00Z,1998,7,do_mg_l,8.4375
toolik,1998-07-03T00:00:00Z,1998,7,secchi_m,5.55
toolik,1998-07-03T00:00:00Z,1998,7,temp_c,13.775
toolik,1998-07-15T00:00:00Z,1998,7,chl_ug_l,0.6333333333333333
toolik,1998-07-15T00:00:00Z,1998,7,cond_u_s,63.275
toolik,1998-07-15T00:00:00Z,1998,7,do_mg_l,8.4525
toolik,1998-07-15T00:00:00Z,1998,7,secchi_m,7.7
toolik,1998-07-15T00:00:00Z,1998,7,temp_c,15.82
toolik,1998-07-22T00:00:00Z,1998,7,chl_ug_l,0.8433333333333333
toolik,1998-07-22T00:00:00Z,1998,7,cond_u_s,61.725
toolik,1998-07-22T00:00:00Z,1998,7,do_mg_l,8.6525
toolik,1998-07-22T00:00:00Z,1998,7,secchi_m,6.25
toolik,1998-07-22T00:00:00Z,1998,7,temp_c,17.369999999999997
toolik,1998-07-31T00:00:00Z,1998,7,chl_ug_l,1.21
toolik,1998-07-31T00:00:00Z,1998,7,cond_u_s,61.339999999999996
toolik,1998-07-31T00:00:00Z,1998,7,do_mg_l,8.77
toolik,1998-07-31T00:00:00Z,1998,7,secchi_m,5.4
toolik,1998-07-31T00:00:00Z,1998,7,temp_c,15.494
toolik,1998-08-10T00:00:00Z,1998,8,chl_ug_l,1.2616666666666667
toolik,1998-08-10T00:00:00Z,1998,8,cond_u_s,63.25
toolik,1998-08-10T00:00:00Z,1998,8,do_mg_l,9.5
toolik,1998-08-10T00:00:00Z,1998,8,secchi_m,6.1
toolik,1998-08-10T00:00:00Z,1998,8,temp_c,13.0025
toolik,1999-05-05T00:00:00Z,1999,5,chl_ug_l,1.22
toolik,1999-05-05T00:00:00Z,1999,5,cond_u_s,106.66666666666667
toolik,1999-05-05T00:00:00Z,1999,5,do_mg_l,12.45
toolik,1999-05-05T00:00:00Z,1999,5,secchi_m,NA
toolik,1999-05-05T00:00:00Z,1999,5,temp_c,0.8099999999999999
toolik,1999-06-19T00:00:00Z,1999,6,chl_ug_l,NA
toolik,1999-06-19T00:00:00Z,1999,6,cond_u_s,48
toolik,1999-06-19T00:00:00Z,1999,6,do_mg_l,11.293333333333333
toolik,1999-06-19T00:00:00Z,1999,6,secchi_m,3
toolik,1999-06-19T00:00:00Z,1999,6,temp_c,4.343333333333334
toolik,1999-06-21T00:00:00Z,1999,6,chl_ug_l,3.118333333333333
toolik,1999-06-21T00:00:00Z,1999,6,cond_u_s,60.93333333333334
toolik,1999-06-21T00:00:00Z,1999,6,do_mg_l,11.236666666666666
toolik,1999-06-21T00:00:00Z,1999,6,secchi_m,3.4
toolik,1999-06-21T00:00:00Z,1999,6,temp_c,4.78
toolik,1999-06-30T00:00:00Z,1999,6,chl_ug_l,0.7566666666666666
toolik,1999-06-30T00:00:00Z,1999,6,cond_u_s,65.86666666666667
toolik,1999-06-30T00:00:00Z,1999,6,do_mg_l,10.323333333333334
toolik,1999-06-30T00:00:00Z,1999,6,secchi_m,5
toolik,1999-06-30T00:00:00Z,1999,6,temp_c,14.35
toolik,1999-07-09T00:00:00Z,1999,7,chl_ug_l,0.5783333333333334
toolik,1999-07-09T00:00:00Z,1999,7,cond_u_s,66.2
toolik,1999-07-09T00:00:00Z,1999,7,do_mg_l,8.32
toolik,1999-07-09T00:00:00Z,1999,7,secchi_m,NA
toolik,1999-07-09T00:00:00Z,1999,7,temp_c,15.996666666666666
toolik,1999-07-19T00:00:00Z,1999,7,chl_ug_l,1.4666666666666668
toolik,1999-07-19T00:00:00Z,1999,7,cond_u_s,65.23333333333333
toolik,1999-07-19T00:00:00Z,1999,7,do_mg_l,9.773333333333333
toolik,1999-07-19T00:00:00Z,1999,7,secchi_m,3.2
toolik,1999-07-19T00:00:00Z,1999,7,temp_c,14.506666666666666
toolik,1999-07-28T00:00:00Z,1999,7,chl_ug_l,1.4266666666666667
toolik,1999-07-28T00:00:00Z,1999,7,cond_u_s,59.6
toolik,1999-07-28T00:00:00Z,1999,7,do_mg_l,9.256666666666666
toolik,1999-07-28T00:00:00Z,1999,7,secchi_m,3.3
toolik,1999-07-28T00:00:00Z,1999,7,temp_c,10.76
toolik,1999-08-06T00:00:00Z,1999,8,chl_ug_l,1.2183333333333333
toolik,1999-08-06T00:00:00Z,1999,8,cond_u_s,60.73333333333333
toolik,1999-08-06T00:00:00Z,1999,8,do_mg_l,10.36
toolik,1999-08-06T00:00:00Z,1999,8,secchi_m,4
toolik,1999-08-06T00:00:00Z,1999,8,temp_c,13.293333333333333
